"year","day_of_year","location","X30min","H_f","LE_f"
2024,135,1,4,-38.30947,2.4251
2024,135,1,5,-44.0351,2.9593
2024,135,1,7,-52.44844,-0.014687
2024,135,1,8,-59.26982,7.5827
2024,135,1,9,-58.63026,2.6011
2024,135,1,10,-52.8336,-0.278
2024,135,1,11,-10.51757,17.804
2024,135,1,12,34.13334,25.836
2024,135,1,13,56.83574,35.459
2024,135,1,14,105.1171,68.716
2024,135,1,15,131.2048,76.905
2024,135,1,16,168.4501,85.506
2024,135,1,17,205.4928,143.45
2024,135,1,18,224.3357,150.98
2024,135,1,19,280.8126,168.17
2024,135,1,22,267.0817,195.5
2024,135,1,26,327.6938,203.54
2024,135,1,27,310.626,271.59
2024,135,1,28,258.2039,270.74
2024,135,1,31,166.0549,193.8
2024,135,1,32,133.0738,160.33
2024,135,1,35,9.07434,180.17
2024,135,1,36,-37.95525,164.41
2024,135,1,37,-57.74809,97.69
2024,135,1,38,-86.64458,76.807
2024,135,1,39,-102.7227,49.45
2024,135,1,40,-99.29588,25.707
2024,135,1,41,-106.6714,32.988
2024,135,1,42,-91.43291,27.422
2024,135,1,43,-68.14497,19.556
2024,135,1,44,-65.65678,14.38
2024,135,1,45,-75.67634,22.547
2024,135,1,46,-78.63245,19.224
2024,135,1,47,-75.6737,10.476
2024,136,1,0,-70.44608,11.99
2024,136,1,1,-56.49702,9.131
2024,136,1,2,-66.60803,12.677
2024,136,1,3,-65.16634,14.683
2024,136,1,4,-61.18232,15.058
2024,136,1,5,-93.63753,31.294
2024,136,1,6,-83.09074,16.522
2024,136,1,7,-58.2566,12.164
2024,136,1,8,-55.8261,8.6845
2024,136,1,9,-39.7284,9.905
2024,136,1,10,-26.87908,18.38
2024,136,1,11,4.67504,26.506
2024,136,1,12,31.88261,38.563
2024,136,1,13,59.50938,40.091
2024,136,1,14,97.55437,62.211
2024,136,1,15,146.982,99.511
2024,136,1,16,158.1409,77.124
2024,136,1,17,208.8271,136.36
2024,136,1,18,240.9583,195.63
2024,136,1,19,297.2576,258.23
2024,136,1,20,278.7811,216.85
2024,136,1,21,301.8372,174.42
2024,136,1,22,320.2325,216.79
2024,136,1,23,307.4059,249.81
2024,136,1,24,304.5425,298.32
2024,136,1,25,290.7659,281.04
2024,136,1,26,294.1249,289.78
2024,136,1,27,269.4002,255.65
2024,136,1,28,222.1076,262.62
2024,136,1,29,103.9196,195.59
2024,136,1,33,32.07243,239.37
2024,136,1,35,-19.32146,176.99
2024,136,1,36,-26.11255,153.24
2024,136,1,39,-81.87019,60.958
2024,136,1,40,-87.34517,38.955
2024,136,1,41,-96.71185,46.012
2024,136,1,42,-92.01367,32.887
2024,136,1,43,-62.29608,15.202
2024,136,1,44,-57.09938,10.709
2024,136,1,45,-43.75665,12.152
2024,136,1,46,-49.21738,12.015
2024,136,1,47,-45.96075,9.294
2024,137,1,0,-46.83139,8.2607
2024,137,1,1,-59.13335,11.024
2024,137,1,2,-59.29481,13.964
2024,137,1,3,-68.58663,16.277
2024,137,1,4,-59.86844,26.99
2024,137,1,5,-54.49398,14.608
2024,137,1,6,-49.83346,13.756
2024,137,1,7,-27.07314,4.709
2024,137,1,8,-33.54691,10.919
2024,137,1,9,-13.49175,4.7462
2024,137,1,10,2.36046,16.861
2024,137,1,11,-11.02177,16.956
2024,137,1,12,4.18265,26.723
2024,137,1,13,47.17371,35.815
2024,137,1,14,102.0665,53.642
2024,137,1,15,166.4304,119.67
2024,137,1,18,126.0985,149.32
2024,137,1,19,165.2597,118.58
2024,137,1,20,227.1777,149.11
2024,137,1,21,178.7612,166.63
2024,137,1,22,192.6768,152.99
2024,137,1,23,62.40118,73.17
2024,137,1,24,52.78783,77.327
2024,137,1,26,69.41521,182.09
2024,137,1,27,24.03989,88.714
2024,137,1,28,-6.20569,86.811
2024,137,1,30,147.4306,64.601
2024,137,1,31,144.1301,80.409
2024,137,1,32,73.5483,75.11
2024,137,1,33,18.27751,59.942
2024,137,1,34,-20.67134,73.709
2024,137,1,36,-55.03704,365.04
2024,137,1,38,-50.53556,44.673
2024,137,1,39,-54.97972,46.931
2024,137,1,40,-37.32879,19.052
2024,137,1,42,-37.00621,25.406
2024,137,1,43,-56.63596,59.973
2024,137,1,44,-65.64039,44.891
2024,137,1,45,-87.00596,60.195
2024,137,1,46,-125.6522,95.79
2024,137,1,47,-135.7974,113.28
2024,138,1,1,-126.4374,97.333
2024,138,1,2,-116.0821,79.165
2024,138,1,3,-96.28828,73.909
2024,138,1,4,-101.1594,60.151
2024,138,1,5,-95.64549,57.239
2024,138,1,6,-66.17995,47.593
2024,138,1,7,-73.17457,34.588
2024,138,1,8,-81.07762,43.708
2024,138,1,9,-117.0423,59.315
2024,138,1,10,-45.48341,38.887
2024,138,1,11,-33.01218,38.961
2024,138,1,13,18.64962,91.359
2024,138,1,15,88.64087,139.84
2024,138,1,16,77.75235,197.92
2024,138,1,17,79.09608,221.39
2024,138,1,19,140.5921,341.74
2024,138,1,20,34.47752,305.85
2024,138,1,23,10.65416,207.54
2024,138,1,24,163.3909,203.59
2024,138,1,25,237.3823,249.87
2024,138,1,31,21.12606,190.38
2024,138,1,32,26.0183,202.52
2024,138,1,33,-4.69589,207.28
2024,138,1,34,-8.13818,131.28
2024,138,1,35,19.76411,107.2
2024,138,1,36,-7.65824,29.536
2024,138,1,37,-5.81675,21.006
2024,138,1,38,-16.38466,60.401
2024,138,1,39,-35.42505,22.432
2024,138,1,40,-50.96193,13.229
2024,138,1,41,-23.00622,16.731
2024,138,1,42,-39.62468,20.215
2024,138,1,43,-43.91435,6.9458
2024,138,1,44,-26.57962,7.0173
2024,138,1,45,-51.65347,8.6799
2024,138,1,46,-36.21834,10.251
2024,138,1,47,-72.53851,2.3333
2024,139,1,0,-47.34468,1.97
2024,139,1,1,-13.71892,11.438
2024,139,1,2,-11.07046,6.337
2024,139,1,4,-8.00414,3.5835
2024,139,1,5,-9.57001,3.8632
2024,139,1,6,-9.06694,4.5437
2024,139,1,7,-11.66994,5.2586
2024,139,1,8,-10.23603,9.576
2024,139,1,9,-6.51463,6.1392
2024,139,1,10,-2.98613,3.7266
2024,139,1,11,16.08592,13.114
2024,139,1,12,16.63756,10.225
2024,139,1,13,122.3489,38.526
2024,139,1,14,139.3827,63.401
2024,139,1,15,179.0306,71.38
2024,139,1,16,130.6524,35.224
2024,139,1,17,118.4187,49.011
2024,139,1,18,128.4083,48.092
2024,139,1,19,124.7027,75.911
2024,139,1,20,211.1658,86.742
2024,139,1,22,192.0761,129.54
2024,139,1,23,105.1498,65.374
2024,139,1,24,94.97503,74.518
2024,139,1,26,23.87214,78.959
2024,139,1,27,24.31255,147.75
2024,139,1,28,46.07253,156.45
2024,139,1,29,34.96671,80.547
2024,139,1,32,-9.34173,33.65
2024,139,1,34,-2.95226,23.165
2024,139,1,35,-7.59424,27.904
2024,139,1,37,-1.03731,19.086
2024,139,1,38,-8.70301,7.7747
2024,139,1,41,-4.24649,5.6294
2024,139,1,43,-2.35396,5.6211
2024,139,1,45,-3.84922,9.666
2024,140,1,0,-22.63792,10.056
2024,140,1,5,-11.09828,21.257
2024,140,1,8,-24.22306,11.192
2024,140,1,13,-1.74273,18.546
2024,140,1,14,2.0911,14.444
2024,140,1,15,11.5802,37.629
2024,140,1,16,7.44751,48.329
2024,140,1,17,13.58217,27
2024,140,1,18,17.24502,55.51
2024,140,1,19,26.2686,57.984
2024,140,1,20,76.06037,96.076
2024,140,1,21,51.31174,88.605
2024,140,1,22,26.09235,64.375
2024,140,1,23,56.43066,112.29
2024,140,1,24,32.97581,109.82
2024,140,1,25,62.34853,217.68
2024,140,1,29,133.5747,142.72
2024,140,1,31,48.01921,139.85
2024,140,1,32,47.4507,151.55
2024,140,1,35,10.11852,34.596
2024,140,1,37,6.97873,10.644
2024,140,1,40,-82.77182,-65.242
2024,140,1,41,-37.20772,12.418
2024,140,1,42,-24.15594,4.9815
2024,140,1,43,-13.44266,2.2634
2024,140,1,44,-13.6017,1.9526
2024,140,1,45,-17.31438,8.9266
2024,140,1,46,-17.72418,5.0847
2024,140,1,47,-13.14526,-3.8452
2024,141,1,1,-13.82059,-9.0079
2024,141,1,2,-13.25076,-10.965
2024,141,1,5,-4.60563,-4.2522
2024,141,1,6,-2.7762,-5.7057
2024,141,1,9,-1.16024,-4.0198
2024,141,1,10,0.76037,-1.6454
2024,141,1,11,1.73677,4.3839
2024,141,1,12,15.54466,15.794
2024,141,1,13,13.79777,51.687
2024,141,1,14,5.20943,44.979
2024,141,1,15,23.07207,93.443
2024,141,1,16,45.53609,97.018
2024,141,1,17,37.43596,72.116
2024,141,1,18,30.47815,57.126
2024,141,1,19,43.92218,85.048
2024,141,1,20,191.5852,171.67
2024,141,1,24,116.3692,105.75
2024,141,1,27,222.5417,132.86
2024,141,1,29,68.7578,61.67
2024,141,1,30,93.32024,64.81
2024,141,1,34,98.75098,73.692
2024,141,1,35,22.72177,29.303
2024,141,1,36,4.46376,13.867
2024,141,1,39,-6.17456,4.6653
2024,141,1,41,-20.03087,1.7763
2024,141,1,42,-30.22179,5.6901
2024,141,1,43,-79.539,0.38005
2024,141,1,44,-40.13557,-1.6592
2024,141,1,45,-54.07141,4.6975
2024,141,1,46,-56.8565,10.508
2024,141,1,47,-58.75124,11.884
2024,142,1,0,-55.1977,11.501
2024,142,1,1,-61.41502,16.789
2024,142,1,2,-48.79545,8.4307
2024,142,1,3,-50.15104,8.0154
2024,142,1,4,-59.57256,9.9764
2024,142,1,5,-64.0295,8.3294
2024,142,1,6,-63.32576,5.9107
2024,142,1,7,-56.11074,5.1026
2024,142,1,8,-52.92436,6.6438
2024,142,1,9,-50.71561,12.404
2024,142,1,10,-20.5495,12.757
2024,142,1,11,-18.16053,24.174
2024,142,1,13,46.17589,73.875
2024,142,1,14,78.84912,68.331
2024,142,1,15,126.8412,87.632
2024,142,1,16,130.4681,72.226
2024,142,1,17,153.6096,127.59
2024,142,1,18,168.3119,121.18
2024,142,1,19,184.3328,147.53
2024,142,1,20,175.2935,172.24
2024,142,1,21,134.9781,209.96
2024,142,1,22,112.9345,243.25
2024,142,1,23,107.5609,258.74
2024,142,1,26,99.4816,197.63
2024,142,1,27,57.78613,154.01
2024,142,1,28,99.49511,162.55
2024,142,1,29,114.9603,161.73
2024,142,1,30,55.27642,130.54
2024,142,1,31,2.40628,77.615
2024,142,1,42,-114.2437,71.538
2024,142,1,44,-10.32783,9.6523
2024,142,1,45,-4.52637,17.055
2024,143,1,14,-3.80652,8.2835
2024,143,1,15,0,0
2024,143,1,17,2.10847,-1.0264
2024,143,1,19,3.36952,66.389
2024,143,1,20,8.29664,26.818
2024,143,1,22,-10.08003,11.083
2024,143,1,29,21.02672,145.82
2024,143,1,31,7.68758,93.472
2024,143,1,35,-19.37563,53.738
2024,143,1,36,-17.92554,79.682
2024,143,1,37,-20.79557,59.28
2024,143,1,38,-6.51575,9.4567
2024,143,1,39,-28.06089,32.955
2024,143,1,40,-24.24608,16.482
2024,143,1,41,-18.17542,9.2496
2024,143,1,42,-12.42094,5.3874
2024,143,1,43,-22.10486,9.2306
2024,143,1,44,-49.51003,9.7974
2024,143,1,45,-45.22151,11.683
2024,143,1,46,-55.92161,10.082
2024,143,1,47,-54.08628,6.9618
2024,144,1,0,-53.2886,37.096
2024,144,1,1,-103.3431,80.897
2024,144,1,2,-48.75493,34.187
2024,144,1,3,-63.35228,34.312
2024,144,1,4,-65.50787,24.321
2024,144,1,5,-70.91644,24.393
2024,144,1,6,-52.29222,10.624
2024,144,1,7,-43.50727,8.6968
2024,144,1,8,-38.30164,2.2744
2024,144,1,9,-26.64855,0.96557
2024,144,1,10,-10.91327,2.7726
2024,144,1,11,-6.36848,8.6133
2024,144,1,12,16.41853,21.523
2024,144,1,13,45.28649,33.483
2024,144,1,14,82.98201,40.381
2024,144,1,15,119.7832,64.645
2024,144,1,16,156.0567,82.106
2024,144,1,17,208.26,129.08
2024,144,1,18,177.4283,123.99
2024,144,1,19,236.1072,141.41
2024,144,1,20,198.2216,110.59
2024,144,1,21,192.4296,126.41
2024,144,1,22,200.5076,124.05
2024,144,1,23,287.6467,105.1
2024,144,1,24,258.5682,163.49
2024,144,1,28,177.9063,178.33
2024,144,1,29,198.5874,153.83
2024,144,1,30,173.5519,124.35
2024,144,1,32,56.21413,150.72
2024,144,1,33,1.48338,62.975
2024,144,1,34,9.14418,22.672
2024,144,1,36,-12.55909,37.534
2024,144,1,38,-12.80775,18.655
2024,144,1,39,-20.29727,8.7642
2024,144,1,40,-40.0543,8.0809
2024,144,1,41,-22.86201,5.5969
2024,144,1,43,-19.48532,-5.5984
2024,144,1,44,-22.91319,3.2189
2024,144,1,45,-26.65873,2.6956
2024,144,1,47,-6.67548,3.2856
2024,145,1,1,-12.76615,2.6466
2024,145,1,3,-33.21142,4.2226
2024,145,1,4,-14.84669,0.64614
2024,145,1,5,-21.5201,-0.39693
2024,145,1,6,-29.40599,3.907
2024,145,1,7,-23.94274,8.7215
2024,145,1,8,-24.72921,2.5518
2024,145,1,9,-29.1827,7.6735
2024,145,1,11,27.05773,55.433
2024,145,1,12,27.19017,33.934
2024,145,1,13,4.15528,46.715
2024,145,1,14,9.88691,33.075
2024,145,1,15,56.2549,27.783
2024,145,1,16,32.52581,34.891
2024,145,1,17,30.19309,33.459
2024,145,1,18,79.11069,47.858
2024,145,1,19,136.5792,93.168
2024,145,1,20,110.8898,138.68
2024,145,1,21,95.50916,98.158
2024,145,1,22,161.9718,110.05
2024,145,1,27,-39.20794,163.15
2024,145,1,29,39.59849,49.519
2024,145,1,30,13.68086,113.42
2024,145,1,32,-23.59322,77.056
2024,145,1,33,-1.739,10.759
2024,145,1,34,-4.48633,38.744
2024,145,1,36,-5.42015,24.841
2024,145,1,38,-17.05632,16.323
2024,145,1,39,-14.78897,45.408
2024,145,1,40,-2.94222,8.8352
2024,145,1,41,-12.92382,16.247
2024,145,1,42,-37.67244,48.858
2024,145,1,43,-8.01437,7.7656
2024,145,1,44,-11.85284,9.3318
2024,145,1,45,-11.50153,7.3616
2024,145,1,47,-6.18799,-1.0756
2024,146,1,0,-2.18169,-12.148
2024,146,1,2,-0.81455,-4.1482
2024,146,1,4,0.44632,-1.903
2024,146,1,6,-1.94666,-1.5869
2024,146,1,8,-11.00818,-4.2742
2024,146,1,10,-3.96133,22.728
2024,146,1,11,15.82644,13.626
2024,146,1,12,30.05169,63.463
2024,146,1,13,50.2902,68.896
2024,146,1,14,23.20607,67.559
2024,146,1,15,67.60574,85.476
2024,146,1,16,51.36523,83.904
2024,146,1,17,131.7606,133
2024,146,1,21,203.8868,95.893
2024,146,1,23,198.7094,151.01
2024,146,1,24,147.6318,94.903
2024,146,1,25,127.7912,107.4
2024,146,1,31,214.6288,149.27
2024,146,1,37,13.30974,7.9407
2024,146,1,41,-19.46447,16.013
2024,146,1,42,-16.17986,8.8205
2024,147,1,3,-13.09338,3.5872
2024,147,1,6,-13.99143,-0.24953
2024,147,1,11,31.16714,7.501
2024,147,1,12,29.83739,9.5729
2024,147,1,13,49.5294,42.539
2024,147,1,14,58.3172,56.27
2024,147,1,16,186.1902,85.229
2024,147,1,17,233.8296,82.139
2024,147,1,20,266.1022,167.29
2024,147,1,21,239.2135,201.32
2024,147,1,22,169.3453,192.82
2024,147,1,23,245.7168,123.17
2024,147,1,24,163.3083,144.1
2024,147,1,28,214.4743,116.09
2024,147,1,29,204.5006,115.77
2024,147,1,30,104.3437,91.795
2024,147,1,31,78.22056,72.193
2024,147,1,32,51.66347,45.562
2024,147,1,38,-13.72216,19.607
2024,147,1,39,-7.49653,8.4328
2024,147,1,40,-12.67278,21.525
2024,147,1,43,-26.05293,28.252
2024,147,1,46,-7.38069,7.3793
2024,148,1,0,-20.17149,9.7186
2024,148,1,1,-24.90883,9.5581
2024,148,1,2,-27.38236,7.7983
2024,148,1,3,-33.15549,5.1861
2024,148,1,5,-36.33469,0.011969
2024,148,1,6,-29.34647,0.33594
2024,148,1,7,-37.45106,3.2014
2024,148,1,8,-29.84108,2.5322
2024,148,1,9,-31.5534,5.3037
2024,148,1,10,-17.39417,6.6361
2024,148,1,11,-12.03465,12.596
2024,148,1,12,-8.04287,20.073
2024,148,1,13,4.5598,19.476
2024,148,1,14,16.89277,34.003
2024,148,1,15,30.61521,46.927
2024,148,1,16,59.41217,75.927
2024,148,1,17,119.1208,116.69
2024,148,1,18,201.1657,155.65
2024,148,1,19,206.095,152.91
2024,148,1,20,141.3909,115.64
2024,148,1,24,186.4293,88.149
2024,148,1,28,217.4177,105.56
2024,148,1,30,71.5561,90.181
2024,148,1,31,30.551,89.782
2024,148,1,32,39.71782,33.171
2024,148,1,33,35.50735,52.781
2024,148,1,34,37.69559,38.761
2024,148,1,35,9.27292,27.704
2024,148,1,38,-4.98629,32.681
2024,149,1,7,-148.4268,14.178
2024,149,1,8,-63.45177,-9.4536
2024,149,1,10,0,0
2024,149,1,12,-11.54964,14.787
2024,149,1,13,-14.20553,86.68
2024,149,1,14,21.04373,95.324
2024,149,1,15,16.89985,68.546
2024,149,1,16,54.52235,125.21
2024,149,1,17,80.22058,110.46
2024,149,1,18,84.62194,91.91
2024,149,1,19,138.276,162.15
2024,149,1,20,133.2521,150
2024,149,1,21,168.3745,116.04
2024,149,1,22,128.2619,81.966
2024,149,1,23,78.17594,63.1
2024,149,1,24,131.1455,135.05
2024,149,1,28,134.5196,88.817
2024,149,1,29,46.60222,82.42
2024,149,1,30,88.32037,121.44
2024,149,1,32,75.92683,70.405
2024,149,1,33,85.31303,83.881
2024,149,1,34,111.1499,113.99
2024,149,1,35,62.21445,58.891
2024,149,1,36,26.17787,42.081
2024,149,1,37,4.57778,18.639
2024,149,1,38,-16.44771,7.0313
2024,149,1,39,-24.36145,7.632
2024,149,1,40,-23.64128,10.376
2024,149,1,41,-23.11431,4.8846
2024,149,1,42,-18.79878,5.9088
2024,149,1,43,-20.75571,6.1264
2024,149,1,44,-21.2717,8.4602
2024,149,1,45,-21.32361,6.7137
2024,149,1,46,-14.94522,1.9433
2024,149,1,47,-23.22087,6.3907
2024,150,1,0,-24.74207,5.2993
2024,150,1,1,-30.20715,16.309
2024,150,1,2,-20.74756,5.5563
2024,150,1,4,-8.59299,1.7151
2024,150,1,5,-17.66485,4.7009
2024,150,1,6,-13.57101,3.9737
2024,150,1,9,-36.09604,33.543
2024,150,1,10,-37.22445,24.072
2024,150,1,11,-23.9536,47.42
2024,150,1,12,-16.23917,39.242
2024,150,1,13,11.60947,46.032
2024,150,1,14,32.22358,40.477
2024,150,1,15,36.28759,32.459
2024,150,1,16,72.73798,41.032
2024,150,1,17,106.7478,47.319
2024,150,1,18,52.15757,48.514
2024,150,1,19,62.77098,81.365
2024,150,1,20,8.88707,30.646
2024,150,1,21,34.67817,59.62
2024,150,1,24,110.5289,79.064
2024,150,1,25,41.11551,22.933
2024,150,1,26,15.62374,69.311
2024,150,1,27,-17.55543,77.905
2024,150,1,28,-13.26016,42.997
2024,150,1,32,-10.84033,21.208
2024,150,1,35,-18.08111,34.936
2024,150,1,36,-7.46121,34.776
2024,150,1,37,-30.4678,36.431
2024,150,1,38,-56.86376,53.286
2024,150,1,40,46.33196,3.105
2024,151,1,3,-52.41558,14.276
2024,151,1,6,-6.88499,-2.0567
2024,151,1,7,-25.75811,12.515
2024,151,1,9,-10.51193,10.509
2024,151,1,10,-13.08848,9.3959
2024,151,1,12,5.37958,13.754
2024,151,1,14,3.90771,21.039
2024,151,1,25,31.12733,120.41
2024,151,1,27,4.00833,96.093
2024,151,1,28,-9.62116,42.081
2024,151,1,31,5.57716,82.488
2024,151,1,33,-2.64383,101.68
2024,151,1,34,21.3559608695652,41.5964596153846
2024,151,1,35,4.06542339622642,23.0024641509434
2024,151,1,36,-6.00673918367347,17.1627244444444
2024,151,1,37,-6.05299980769231,15.7001741666667
2024,151,1,38,-14.4031215517241,9.21220081632653
2024,151,1,39,-17.355228984375,5.69590839285714
2024,151,1,40,-18.1041596721311,5.58728150943396
2024,151,1,41,-17.0324561403509,5.78239020618557
2024,151,1,42,-17.1813582300885,5.8644078125
2024,151,1,43,-17.4877795575221,6.34438917525773
2024,151,1,44,-17.7644442608696,6.30034744897959
2024,151,1,45,-17.3095359821429,6.37712864583333
2024,151,1,46,-17.2995980357143,6.64498489583333
2024,151,1,47,-17.1560822522523,6.33023842105263
2024,152,1,0,-17.1560822522523,6.33023842105263
2024,152,1,1,-17.4385423214286,6.7170634375
2024,152,1,3,-17.8715872277228,7.98231454545455
2024,152,1,4,-18.0832818367347,7.92620209302326
2024,152,1,5,-18.4287255789474,7.98579493975904
2024,152,1,6,-18.6921639130435,7.65282475
2024,152,1,7,-18.6921639130435,7.65282475
2024,152,1,9,-10.5936557575758,8.34389586206897
2024,152,1,10,-6.04874962962963,10.6838628571429
2024,152,1,11,-9.7874882,11.3283352380952
2024,152,1,13,-7.72919307692308,14.1917795652174
2024,152,1,14,12.831044,31.3290261904762
2024,152,1,15,7.76778358974359,27.3438073170732
2024,152,1,16,13.1527074358974,29.197169047619
2024,152,1,17,32.3458876666667,44.8407588235294
2024,152,1,18,70.2511814285714,65.7535238095238
2024,152,1,19,113.452779,92.2366
2024,152,1,20,98.5589823529412,87.7992666666667
2024,152,1,22,75.6223105263158,73.5986666666667
2024,152,1,23,71.6010638888889,64.7852857142857
2024,152,1,24,71.5264509090909,57.13165
2024,152,1,25,71.5264509090909,57.13165
2024,152,1,28,141.602187142857,106.356857142857
2024,152,1,30,26.9881524137931,49.3042107142857
2024,152,1,31,51.4546590909091,53.58
2024,152,1,32,49.4164257894737,59.2967
2024,152,1,33,26.547262,51.7142041666667
2024,152,1,34,24.56568,52.403
2024,152,1,35,18.4738,75.058
2024,152,1,36,20.76082,63.316
2024,152,1,38,-13.30317,6.1369
2024,152,1,39,-20.46469,4.9884
2024,152,1,40,-20.09259,11.821
2024,152,1,41,-26.35285,6.3172
2024,152,1,43,-6.69369,3.3555
2024,152,1,44,-8.3593,4.9479
2024,152,1,45,-7.41359,1.3273
2024,152,1,47,-5.35324,-4.551
2024,153,1,0,-11.78471,-4.0325
2024,153,1,1,-13.90501,-7.5169
2024,153,1,2,-1.00153,-2.1907
2024,153,1,3,-3.30018,-3.1428
2024,153,1,4,-2.86447,-6.3842
2024,153,1,5,-3.08272,-2.9842
2024,153,1,6,-7.76988,-6.3078
2024,153,1,7,-10.05312,-22.183
2024,153,1,9,-5.47504,-10.241
2024,153,1,10,-3.33706,-11.06
2024,153,1,11,-11.07688,8.6699
2024,153,1,18,-41.27466,36.765
2024,153,1,19,95.47217,28.931
2024,153,1,24,150.6802,143.06
2024,153,1,25,163.4088,171.9
2024,153,1,26,191.9379,220.69
2024,153,1,27,119.5409,214.87
2024,153,1,28,128.192,180.55
2024,153,1,29,-13.23044,119.01
2024,153,1,30,-24.36297,135.77
2024,153,1,31,-10.61045,70.545
2024,153,1,33,-28.65755,149.24
2024,153,1,34,-88.53756,99.684
2024,153,1,35,-51.16211,54.891
2024,153,1,36,-81.72885,85.487
2024,153,1,38,-57.99271,34.169
2024,153,1,39,-46.81925,13.417
2024,153,1,40,-45.78425,52.799
2024,153,1,41,-50.8297,71.42
2024,153,1,42,-94.16167,41.4
2024,153,1,43,-58.0596,40.707
2024,153,1,44,-60.44625,16.459
2024,153,1,46,-25.02414,-11.082
2024,153,1,47,-16.52728,-6.9597
2024,154,1,0,-21.17144,4.3542
2024,154,1,1,-22.42057,21.726
2024,154,1,2,-13.62123,14.793
2024,154,1,3,-9.34616,16.267
2024,154,1,4,-13.76507,10.482
2024,154,1,6,-4.23681,11.336
2024,154,1,7,-4.21218,7.4859
2024,154,1,8,-3.81427,7.1924
2024,154,1,9,-8.37397,-15.329
2024,154,1,10,-0.80415,-22.78
2024,154,1,12,1.76928,13.088
2024,154,1,13,2.08278,18.083
2024,154,1,14,9.49813,21.123
2024,154,1,15,-67.19765,-48.169
2024,154,1,17,42.5757,-27.188
2024,154,1,19,34.87896,-5.5848
2024,154,1,20,31.19639,-1.3014
2024,154,1,21,11.39915,4.6811
2024,154,1,23,43.97965,30.652
2024,154,1,24,-4.41125,26.161
2024,154,1,25,37.39278,31.552
2024,154,1,26,51.85778,44.388
2024,154,1,27,15.8463,85.014
2024,154,1,28,71.64014,41.615
2024,154,1,29,32.00858,31.781
2024,154,1,30,27.88264,21.591
2024,154,1,31,17.994,15.029
2024,154,1,32,10.69629,12.453
2024,154,1,33,16.67995,22.47
2024,154,1,34,8.68029,19.543
2024,154,1,36,-5.58145,9.4287
2024,154,1,37,-4.72029,9.4086
2024,154,1,38,-6.18456,14.673
2024,154,1,39,-8.51847,17.256
2024,154,1,40,-17.65737,21.302
2024,154,1,41,-13.02825,21.495
2024,154,1,42,-18.19895,23.258
2024,154,1,43,-10.41734,7.547
2024,154,1,46,-13.29704,28.963
2024,154,1,47,-23.82938,2.9411
2024,155,1,0,-11.16175,5.3704
2024,155,1,1,-25.09227,4.2302
2024,155,1,2,-6.42365,3.2134
2024,155,1,3,-7.85212,5.2714
2024,155,1,4,-6.02982,3.798
2024,155,1,5,-6.96053,6.5383
2024,155,1,7,-2.05264,1.9848
2024,155,1,8,-5.48156,7.5506
2024,155,1,9,-1.45089,19.368
2024,155,1,10,2.54393,26.32
2024,155,1,11,7.00256,15.291
2024,155,1,12,29.52839,47.194
2024,155,1,13,32.312,29.774
2024,155,1,14,52.72876,55.243
2024,155,1,15,43.85514,47.897
2024,155,1,16,64.41314,61.643
2024,155,1,17,64.64158,50.258
2024,155,1,18,83.32108,62.428
2024,155,1,19,79.47585,53.582
2024,155,1,20,87.76427,55.544
2024,155,1,21,97.24252,48.882
2024,155,1,22,149.2473,96.205
2024,155,1,23,186.2222,105.6
2024,155,1,24,135.7081,88.936
2024,155,1,25,116.6324,88.86
2024,155,1,26,108.4008,87.767
2024,155,1,27,73.94495,67.889
2024,155,1,28,56.56699,51.761
2024,155,1,29,50.26541,70.177
2024,155,1,30,50.22442,57.49
2024,155,1,31,36.26699,48.649
2024,155,1,32,38.30172,75.285
2024,155,1,33,69.05692,95.36
2024,155,1,34,18.43575,45.34
2024,155,1,35,16.02952,23.336
2024,155,1,36,6.1126,25.441
2024,155,1,38,-1.55799,23.794
2024,155,1,39,-4.85329,11.244
2024,155,1,40,-10.28409,5.7629
2024,155,1,41,-30.01581,12.083
2024,155,1,42,-24.31952,3.466
2024,155,1,43,-15.41613,3.0187
2024,155,1,44,-12.40293,2.4947
2024,155,1,45,-13.27464,3.1838
2024,155,1,46,-14.99462,2.0614
2024,155,1,47,-13.78533,1.9758
2024,156,1,0,-14.07467,2.6693
2024,156,1,1,-12.48243,1.9718
2024,156,1,2,-13.28633,2.8591
2024,156,1,3,-13.57725,2.0145
2024,156,1,4,-8.38169,2.3095
2024,156,1,5,-11.64551,2.128
2024,156,1,6,-15.85398,1.6548
2024,156,1,7,-9.11916,0.33012
2024,156,1,8,-11.61283,0.5479
2024,156,1,9,-10.087,0.59176
2024,156,1,10,-2.42162,4.064
2024,156,1,13,11.7049,17.094
2024,156,1,14,45.19107,45.525
2024,156,1,15,59.15798,35.667
2024,156,1,16,75.29801,56.158
2024,156,1,17,114.7449,67.242
2024,156,1,18,91.02725,66.291
2024,156,1,19,105.7298,126.28
2024,156,1,20,140.4646,84.177
2024,156,1,21,120.0592,61.356
2024,156,1,22,49.53252,44.87
2024,156,1,23,47.09784,43.07
2024,156,1,25,91.22974,68.399
2024,156,1,26,196.4626,105.14
2024,156,1,27,211.8339,111.2
2024,156,1,28,250.7707,150.57
2024,156,1,30,179.3338,98.495
2024,156,1,31,127.4828,73.114
2024,156,1,32,135.5948,76.495
2024,156,1,33,130.5937,81.292
2024,156,1,34,74.1386,112.02
