year,month,day,30min,location,netRadiation,incomingShortwaveRadiation,soilHeatflux,airPressure,waterPressureDeficit,waterVaporPressure,windSpeed,relativeHumidity,day_of_year,H_orig,LE_orig
2024,6,3,17,0,119.129,198.7026666666667,-0.06733333333333331,990.9830000000001,3.796239503623056,10.542719905718048,1.163,73.525,155,28.3627,60.831
2024,5,25,25,0,544.849,815.4153333333334,78.151,988.6820000000001,11.037814485626994,14.8152990867292,1.558,57.30566666666667,146,89.85859,185.01
2024,6,12,17,0,138.85866666666666,243.09,-0.2953333333333334,989.8833333333333,3.603754542190325,10.445788188340769,1.5446666666666664,74.34966666666668,164,25.93515,72.831
2023,7,20,40,0,-57.249,2.953,-30.323666666666668,985.1096666666666,6.895025860573524,12.043017244686782,0.6666666666666666,63.59166666666666,201,-18.7771,-3.0322
2023,7,31,23,1,425.7343333333334,537.3666666666667,-41.57602602660342,953.0,3.6489217364831887,15.319654263256133,6.395333333333333,80.76333333333334,212,176.2157,110.05
2023,5,16,36,1,47.876666666666665,183.03333333333333,-31.31989275541015,962.0,6.439044262017563,6.177462031531316,4.730666666666667,48.96333333333333,136,36.8951,19.997
2024,5,21,31,1,80.00666666666655,135.06,-13.803025402603076,950.0,10.30099779471414,14.229081094111402,3.169,58.00666666666666,142,2.4062799999999998,77.615
2023,6,2,32,0,136.40599999999998,259.33099999999996,11.966,991.757,8.95713552776124,10.97536794617559,1.6593333333333333,55.06266666666667,153,17.17275,75.995
2024,6,28,27,0,575.4653333333333,903.81,77.83900000000001,986.6756666666666,22.558509031426922,11.11643615573354,3.0416666666666665,33.011,180,122.73899999999999,235.93
2024,4,2,46,0,-25.368,-1.194,-5.553333333333335,980.025,1.2962084490855688,9.815102083979292,1.4960000000000002,88.33433333333335,93,-22.99021,21.926
2023,5,10,24,0,134.7156666666667,266.81233333333336,17.104333333333333,982.9236666666666,4.0975225780861155,13.390090319724974,1.7006666666666668,76.569,130,29.064159999999998,81.83800000000001
2023,7,16,33,1,314.2486666666667,455.40000000000003,-45.814655613513544,960.0,16.0997751992647,10.296183702142066,3.9666666666666663,39.00666666666667,197,103.4107,159.02
2023,5,16,37,1,-1.907666666666671,128.16666666666666,-31.320688769366416,962.0,6.098019031858727,6.298008272366901,4.923666666666667,50.80666666666667,136,22.687379999999997,39.257
2024,4,14,3,1,-56.06166666666667,-1.4969999999999999,-8.128029063935232,961.0,5.129823704025066,12.589774582762734,4.735333333333333,71.05000000000001,105,-45.23368,3.9731
2023,5,31,34,0,175.63933333333338,364.08166666666665,25.784333333333333,993.3846666666667,17.784789370481143,11.446636694827214,1.0526666666666669,39.15866666666667,151,17.634179999999997,50.298
2023,5,4,28,0,288.902,568.3693333333334,31.83066666666667,992.2383333333333,12.599101527479885,8.605200550151153,2.9600000000000004,40.58233333333333,124,58.842969999999994,124.71
2024,4,17,19,1,461.64399999999995,548.4333333333333,10.778782349356176,951.0,0.3486159911593596,7.514902606420186,4.097666666666667,95.56666666666666,108,72.25208,82.167
2024,4,9,30,1,74.4253333333333,99.53333333333332,-9.5946327196641,956.0,2.665946333779285,8.952064998785875,4.997000000000001,77.05333333333334,100,-35.62973,156.32
2023,7,9,0,1,-80.05666666666667,-2.308666666666667,-35.37312345543284,965.0,17.74653524394968,11.266873874224187,2.202,38.833333333333336,190,-66.51982,28.842
2024,4,10,19,0,47.954,98.15333333333335,2.789,998.2463333333334,3.9770582186636148,8.333655748948711,1.4989999999999999,67.69433333333332,101,2.57868,40.705
2024,4,30,40,1,-84.00466666666671,-2.173,-20.23054296118321,958.0,9.713603709688591,13.711485622357852,2.4133333333333336,58.53333333333334,121,-87.74225,53.842
2023,7,1,27,0,71.295,117.81166666666667,2.2133333333333334,977.5383333333333,7.289163897929068,14.617760259341217,2.827666666666667,66.72666666666666,182,-10.34127,72.332
2024,5,14,19,1,507.3123333333333,733.1,-4.013047720887382,955.0,10.008291226507552,10.842315495383179,4.917666666666666,52.0,135,280.8126,168.17
2023,7,17,18,1,370.532,534.7666666666667,-44.000612172257995,962.6666666666666,8.684606502589359,11.922701500074625,3.1956666666666664,57.85666666666666,198,112.8976,107.66
2024,4,19,7,1,-21.95700000000005,-0.5499999999999999,10.492277629036913,953.6666666666666,2.081397881190579,6.052239794427161,4.840333333333333,74.41000000000001,110,-27.72795,10.91
2024,5,20,35,0,33.334,118.70333333333333,19.087000000000003,982.2493333333333,8.884152029006353,14.405916818498445,1.0686666666666664,61.85433333333334,141,-2.65108,25.03
2023,7,6,43,0,-61.62566666666667,-5.1193333333333335,-30.252,991.6289999999999,2.9643483193567537,12.454621370063922,1.2873333333333334,80.77466666666668,187,-16.601879999999998,1.5057
2024,4,6,15,1,148.11000000000007,265.9666666666667,-4.204032465738071,959.0,3.442194028855736,12.476693109370265,3.0376666666666665,78.37666666666667,97,54.838919999999995,19.264
2023,7,16,40,1,-87.77166666666659,3.4276666666666666,-44.794744640916704,960.0,13.21714969645666,9.981685483376,3.806333333333333,43.026666666666664,197,-59.892830000000004,13.607000000000001
2023,7,14,34,1,284.5466666666667,432.2333333333333,-40.292562069602106,958.0,17.35127057654767,11.925338945186311,2.497666666666667,40.73333333333334,195,83.18395,91.27799999999999
2024,4,28,28,0,359.9373333333333,621.9243333333333,48.193666666666665,983.2403333333333,13.85161857931316,10.122382757962187,2.4186666666666667,42.22233333333333,119,60.057880000000004,162.49
2023,5,26,20,0,439.28266666666667,795.0333333333334,24.755666666666666,999.744,5.107738703972007,11.626874702659297,1.3836666666666666,69.478,146,160.3409,118.73
2023,5,8,10,0,-23.24833333333333,31.898666666666667,-12.905666666666667,994.2199999999999,0.7167316960539747,8.681384865692273,0.9686666666666666,92.37366666666667,128,-8.84828,1.5023
2024,6,15,35,1,163.11499999999995,308.8,-6.837102877887838,952.0,10.80056325445134,8.212281343221477,5.017666666666667,43.19333333333333,167,43.96915,55.137
2023,5,9,47,1,-65.34033333333332,-2.0516666666666667,-30.904301105373044,952.0,7.132224675661469,7.452107699080816,2.425666666666667,51.096666666666664,129,-51.54973,27.39
2023,6,18,14,1,240.39333333333343,390.6000000000001,-29.6552828432033,960.0,9.405526509893374,13.664197576183085,0.73,59.23,169,63.86076,77.232
2024,4,25,14,1,112.13500000000005,148.1,13.247724279294232,947.0,0.30260215256128387,6.472072904780918,3.6603333333333334,95.53333333333335,116,19.57137,47.071000000000005
2023,7,21,27,1,44.94733333333335,63.279999999999994,-50.60195591095501,955.0,4.292623011209175,11.991986287763405,4.757000000000001,73.63999999999999,202,-74.56745,321.51
2024,4,16,14,1,108.13133333333332,178.37666666666667,15.25035977907952,943.0,1.6746131791672285,6.098618350310851,5.977666666666667,78.45666666666666,107,65.25247,26.275
2023,7,3,34,1,144.04700000000008,247.9333333333333,-30.676206924471565,956.0,9.311585908952972,10.247829947971075,5.023333333333334,52.39333333333334,184,24.75584,57.887
2024,4,18,4,1,-11.972666666666726,-0.5536666666666666,13.294668062203167,954.0,0.3060307384246439,6.756217071374835,2.65,95.66666666666667,109,-9.007019999999999,-3.5074
2023,7,11,47,0,-31.729,-2.889666666666667,-24.064666666666668,979.6656666666667,7.217478373923939,18.046727639531465,1.383,71.432,192,-26.16992,21.636999999999997
2024,5,5,5,1,-9.762333333333288,0.5053333333333333,-0.42485095110328047,951.0,1.7390741255796272,11.239090990686252,3.849,86.60000000000001,126,-52.41057,42.784
2024,6,29,34,1,154.43,232.4333333333333,-14.20633601222596,957.0,13.06373519888768,19.737742535179148,1.8366666666666667,60.17333333333334,181,33.30648,83.01299999999999
2023,7,11,6,1,-80.13399999999996,-2.7406666666666673,-23.656883493868822,963.0,8.02546503903782,13.498220922980293,3.026666666666667,62.71333333333333,192,-19.233320000000003,4.3141
2023,6,4,1,1,-96.17866666666669,-2.888333333333333,-33.590414018089085,964.0,8.085010093164792,6.3593862142997,2.4979999999999998,44.026666666666664,155,-67.41979,8.7378
2023,3,21,0,0,-10.478,-0.783,-2.3766666666666665,989.326,1.3075126229477192,8.80446662183369,1.1059999999999999,87.06966666666666,80,-6.98433,8.5781
2024,6,2,39,0,-2.723333333333333,10.895333333333333,-5.808666666666666,991.29,2.802444606159737,13.848049162242232,0.7933333333333333,83.169,154,-3.2299,11.11
2023,5,31,15,0,211.73066666666668,495.124,-5.0183333333333335,997.3016666666666,4.422608937584874,12.658817038616467,1.17,74.10866666666668,151,81.458,80.392
2023,7,2,4,1,-9.9643333333334,-0.36199999999999993,-28.01158638857273,951.0,0.8429036763549949,14.576066013065681,4.155666666666667,94.53333333333335,183,-24.6376,15.628
2023,6,28,38,1,-10.61333333333323,102.73333333333333,-29.22326435970658,962.0,10.99134440601708,12.41441455057806,1.8563333333333334,53.03999999999999,179,-13.50958,27.629
2024,5,1,40,1,-82.08566666666667,-2.1703333333333337,-18.91606227517158,949.0,9.377656446408508,12.1011718779353,3.7273333333333336,56.339999999999996,122,-55.998219999999996,44.696000000000005
2024,6,26,11,1,52.53766666666667,166.6,-5.666124484774827,957.0,5.055907630105164,14.619436630259976,3.1326666666666667,74.30333333333333,178,3.13662,27.971
2023,3,5,8,0,-18.47,-1.1649999999999998,-6.510666666666666,988.148,0.6516176637749629,5.955517197227813,1.5563333333333336,90.13766666666668,64,-9.49119,5.3915
2024,4,16,11,0,-13.591666666666669,12.251,-18.800333333333334,972.4123333333333,1.6433863523740788,6.818662765614042,2.0163333333333333,80.57933333333334,107,-19.32712,27.153000000000002
2024,6,27,17,0,385.25666666666666,681.3886666666667,56.51633333333333,980.899,14.973516800358041,22.268170165272686,0.9406666666666667,59.79366666666667,179,100.1413,151.46
2023,7,3,35,0,81.78033333333333,176.49866666666665,4.698666666666667,983.0033333333334,11.94548572222447,10.866479755144896,2.1816666666666666,47.635,184,-7.432289999999999,86.74799999999999
2023,5,13,40,0,-71.89066666666666,-1.75,0.9369999999999999,991.1903333333333,3.4254681877236504,12.036141951857099,1.997333333333333,77.84533333333333,133,-32.01173,13.878
2024,6,21,14,0,126.774,269.87899999999996,10.787666666666667,985.6726666666667,5.215156087982113,19.20341717950812,0.8533333333333334,78.64266666666667,173,29.428309999999996,46.924
2024,5,12,32,0,283.74333333333334,542.5033333333333,49.48266666666667,989.1036666666668,14.673683169888074,11.897683882682516,2.922,44.77633333333333,133,45.1688,112.18
2023,7,26,32,0,404.87899999999996,642.7533333333334,26.608999999999998,983.8286666666667,13.185411900800469,10.849827564493014,3.2089999999999996,45.14133333333333,207,90.78599,180.35
2023,7,11,25,0,583.4663333333333,899.9086666666667,102.596,985.8893333333332,24.500550312470594,16.41598791296711,1.944,40.120666666666665,192,78.87833,274.06
2023,6,5,42,1,-102.06,-2.748666666666667,-39.333871806726904,963.0,14.566945372742001,6.876055666623066,2.3866666666666667,32.06666666666667,156,-34.15363,3.5795
2024,6,11,15,0,121.92666666666666,222.251,-9.934666666666667,983.8686666666666,2.8230821485853426,10.074574815940705,2.453,78.11166666666666,163,32.90817,58.648
2023,7,22,26,1,435.0916666666667,567.4333333333333,-47.142913446776944,958.0,8.660985188528722,11.332055412876452,2.244333333333333,56.68,203,108.4535,152.15
2023,6,20,19,1,273.77333333333326,353.0666666666666,-16.885120403641682,958.6666666666666,1.0739527274772094,19.062660912720496,1.915,94.66666666666667,171,59.34741999999999,82.015
2023,6,15,5,1,-84.39133333333325,-2.6809999999999996,-25.131752624881646,962.3333333333334,7.485801530557893,9.341266198854424,2.237666666666667,55.51333333333333,166,-12.6593,2.0184
2024,4,20,0,1,-11.282666666666728,0.19533333333333336,10.133422283491353,949.0,0.7568928433567992,6.862833767617689,6.6819999999999995,90.06666666666666,111,-36.005320000000005,-52.58
2024,4,10,22,0,116.11833333333333,202.85566666666668,13.266,999.0023333333334,4.048044478357022,9.009040326252332,1.883,68.99733333333333,101,30.65118,65.898
2024,5,31,23,1,281.4496666666667,369.5,-0.06575573860589344,953.0,1.077637814566625,14.540301526978666,3.108,93.10000000000001,152,79.53064,155.45
2023,5,26,13,0,87.81466666666667,175.0473333333333,-10.027666666666667,999.2510000000001,0.702232494217716,10.201998782454911,0.988,93.56,146,29.89258,30.160999999999998
2023,7,13,43,0,-44.25533333333334,-1.984,-28.51733333333333,990.9409999999999,2.9515147551800744,14.235100667064152,0.6266666666666666,82.82666666666667,194,-11.02641,34.63
2023,7,13,23,0,499.548,790.6276666666668,75.59733333333334,988.187,14.443441972156371,12.737221146018165,2.5703333333333336,46.861333333333334,194,122.4419,237.66
2023,5,17,18,1,238.82999999999987,322.0,-28.240693678145714,967.0,2.812349344979845,7.019894024020896,4.1226666666666665,71.39666666666666,137,134.0369,38.736999999999995
2023,6,27,25,0,410.388,652.447,15.269,990.1120000000001,12.056882995708623,12.312107556761493,2.477666666666667,50.523666666666664,178,115.6271,186.68
2023,5,9,14,1,217.16000000000003,349.59999999999997,-28.441289195105966,961.6666666666666,4.399852599239665,8.332430411968009,2.209333333333333,65.44333333333333,129,96.85654,30.252
2023,6,4,5,1,-96.33866666666671,-2.7740000000000005,-32.56406256893767,964.0,7.371762987065599,6.2906135874675435,2.8823333333333334,46.04333333333333,155,-89.18630999999999,17.255
2023,6,6,42,1,-38.24566666666664,-0.7683333333333334,-34.60424633865677,963.0,9.818922881036064,10.406817741806696,2.3030000000000004,51.45333333333334,157,-21.09216,3.1852
2023,5,31,16,0,272.157,574.9789999999999,-0.030000000000000027,997.244,5.823823400980293,12.817581365078434,1.2286666666666666,68.75866666666667,151,105.553,101.12
2023,7,28,15,1,100.36133333333339,118.40333333333335,-42.62517242086395,951.0,0.5229873420670259,16.34757207945012,4.366,96.90000000000002,209,3.56105,31.311999999999998
2024,5,13,31,0,322.1206666666667,579.3463333333333,65.31166666666667,984.032,19.269151488934508,12.850740532581671,2.786,40.00866666666667,134,35.97885,146.27
2024,6,19,0,1,-0.48299999999994725,-0.073,-9.14548611142375,956.0,0.6498536872186236,14.822853151320038,2.47,95.8,171,3.38741,-32.62
2024,4,15,33,0,85.28099999999999,195.84833333333336,7.779,971.3696666666668,10.4461597937922,6.003103985300685,2.8053333333333335,36.49466666666667,106,-25.837970000000002,117.21
2023,4,25,15,0,4.493,43.038666666666664,-9.100000000000001,981.3243333333334,0.5817701563725635,7.94483333728952,0.6003333333333333,93.177,115,3.7404,18.147000000000002
2024,4,24,0,1,-36.339333333333286,-1.0353333333333332,7.4048938171060605,953.0,3.400084496839529,4.516293842716999,3.124333333333334,57.04999999999999,115,-21.67209,4.3918
2024,4,23,13,1,80.42333333333335,215.4,17.486255310742347,962.0,2.1405996543933457,4.776460840199542,0.8850000000000001,69.05333333333333,114,27.98845,13.716
2023,3,5,27,0,60.415666666666674,121.45666666666666,4.894666666666667,984.2876666666666,1.6530591807198807,6.0893650092502085,2.4716666666666667,78.64933333333333,64,20.95349,27.098000000000003
2024,5,28,16,0,171.8696666666667,342.68700000000007,11.355000000000002,989.776,3.7180081300098724,12.689070683854792,1.9526666666666666,77.339,149,52.677440000000004,110.51
2023,7,24,1,1,-32.58033333333327,-0.573,-47.946959907435556,951.0,2.1940125053427266,16.191567148367266,5.708000000000001,88.06666666666666,205,-90.057,64.715
2024,4,25,30,0,228.0103333333333,402.7746666666667,12.768,976.3933333333333,4.731942083238231,6.70523665484966,1.7306666666666668,58.626666666666665,116,57.48966,100.2
2023,4,28,25,0,65.49066666666666,121.84666666666668,6.005666666666667,983.7289999999999,2.7849583114940657,10.38559931269756,2.0533333333333332,78.85466666666667,118,8.53556,26.364
2023,6,11,36,1,90.60333333333324,238.6,-19.964898400147042,963.0,19.07363024107569,9.904841714372031,2.2273333333333336,34.18,162,49.08566,51.361999999999995
2023,6,25,18,1,493.4533333333333,676.1666666666666,-26.336773024745526,966.0,10.30835905306495,15.492639744861679,2.281333333333334,60.046666666666674,176,135.2898,131.93
2024,5,12,43,0,-60.00899999999999,-4.556,-14.436,988.1116666666667,7.0850831926691455,11.451256133042857,2.9286666666666665,61.77733333333333,133,-47.384370000000004,16.273
2024,5,4,34,1,142.75766666666652,212.13333333333333,-4.947717736815502,957.0,5.657222413906132,9.69480584635474,2.3706666666666667,63.15,125,65.71349000000001,55.358000000000004
2023,3,5,32,0,51.928,137.14066666666668,2.952,982.4033333333333,2.2756617851450542,5.929948084486988,1.9793333333333336,72.267,64,15.781229999999999,23.634
2024,5,29,35,0,76.60133333333333,150.64333333333335,20.81266666666667,980.5466666666666,7.3530865883924115,14.806333756744849,1.7966666666666666,66.81733333333334,150,-4.61905,52.052
2024,4,9,39,1,-44.08033333333327,-1.1296666666666668,-1.4270272058299351,959.0,3.263813479223791,7.972634119664636,4.778,70.95333333333333,100,-25.89355,8.1204
2024,5,14,46,1,-101.584,-2.688333333333334,-8.483847786257392,953.0,10.164254585035225,8.868741953948406,4.522,46.596666666666664,135,-78.63245,19.224
2024,6,20,42,1,-32.38799999999998,-0.863,-7.488389076915727,961.0,3.294789196927308,15.39021570058106,2.913,82.36666666666667,172,-23.90371,4.3649
2024,6,23,44,1,-85.6563333333333,-2.135333333333333,-8.195410932727821,964.0,6.821313838975632,13.159101623753225,2.4943333333333335,65.86,175,-28.86873,1.7314
2023,5,25,17,1,107.8606666666667,139.76666666666668,-30.50383372050357,969.0,0.6371640403195737,10.606907259437584,1.2329999999999999,94.33333333333333,145,88.8699,21.434
2024,5,14,35,1,100.05666666666667,252.63333333333335,-13.25264607768839,953.0,15.277596100438531,9.888661477705325,4.292333333333334,39.29333333333333,135,9.07434,180.17
2024,6,14,38,0,-1.0883333333333334,17.886,-2.8513333333333333,980.7673333333332,4.940170753093126,13.519476332674481,1.8213333333333335,73.238,166,-13.453710000000001,14.960999999999999
2023,6,13,45,1,-93.01600000000002,-2.6166666666666667,-17.71116579545322,959.0,9.69058943563618,8.32277465563871,4.194999999999999,46.20333333333334,164,-49.9258,7.4302
2023,7,23,37,1,-9.270333333333326,10.643333333333333,-48.75136819261973,953.0,8.192508814703153,14.15272842878213,2.826333333333333,63.336666666666666,204,-16.18607,9.347
2023,6,27,44,1,-84.7553333333334,-2.2129999999999996,-24.706029888129397,962.0,4.682978009290043,11.545431402596442,3.593,71.14333333333333,178,-39.734429999999996,1.8499
2024,6,13,15,0,187.70600000000002,396.96999999999997,1.8506666666666665,990.4426666666668,4.875434069377125,9.640690751364813,1.5350000000000001,66.41366666666666,165,76.20445,108.19
2023,7,2,16,1,242.09066666666672,313.6666666666667,-28.422763779398267,952.0,2.81306686303604,13.637616546531438,5.148333333333333,82.89999999999999,183,49.10635,59.473
2024,4,26,18,1,407.747,581.9666666666667,9.553063585408546,947.0,4.447174857478511,6.049697347427494,3.4196666666666666,57.63333333333333,117,218.1349,24.127
2023,5,8,16,0,228.76,517.768,1.434,994.5443333333333,3.5479662666123755,10.373816219604514,1.7383333333333333,74.515,128,94.98933000000001,87.605
2023,6,24,10,1,-5.562000000000069,95.96666666666665,-20.79962758057161,968.0,3.7488527714659323,12.609777504021762,3.0273333333333334,77.08333333333333,175,-21.89549,21.927
2023,7,20,34,1,292.2716666666667,416.6666666666667,-52.44168889352405,958.0,11.446059844740198,10.019327124204352,2.9109999999999996,46.67666666666667,201,83.14716999999999,125.44
2024,4,30,34,1,129.64999999999992,260.06666666666666,-22.28210468546071,959.0,14.301178484495631,13.81569382265877,2.0060000000000002,49.13666666666668,121,70.44603000000001,43.06
2023,7,18,11,1,26.60699999999997,146.23333333333335,-42.40496601461933,965.0,3.371751539619261,11.167927372063623,2.8533333333333335,76.81,199,-31.295690000000004,35.105
2023,7,23,41,0,-34.13,-2.4770000000000003,-12.072000000000001,980.2256666666666,6.459353004549367,16.118429320155972,1.8273333333333335,71.39066666666666,204,-22.6662,15.064
2023,6,3,21,0,491.4203333333333,891.4343333333333,29.104,993.5823333333333,13.98968909249695,6.925197972322627,2.4236666666666666,33.111333333333334,154,139.5166,154.48
2023,7,13,10,1,-32.87533333333329,52.173333333333325,-20.783707301447762,959.0,4.585106325358396,11.961650532665413,3.6639999999999997,72.29,194,-30.045540000000003,7.6639
2023,6,26,16,1,388.4433333333332,546.2666666666665,-24.06712014092796,959.0,11.37072069449987,15.571986898501951,3.4986666666666664,57.79666666666666,177,51.52438,156.27
2024,5,29,0,0,-19.092000000000002,-1.6486666666666665,-16.971,987.281,6.462404769243216,10.201724220304444,1.712,61.21966666666666,150,-21.04208,23.122
2023,5,30,12,0,73.79599999999999,188.3766666666667,-14.972,996.75,1.1530669878121902,10.020784564085792,1.0723333333333334,89.68066666666668,150,24.61534,24.721
2024,4,10,39,1,-88.72199999999998,-2.521666666666667,0.1437656304948018,972.0,3.665827087743936,7.6496181877286515,2.606,67.60333333333334,101,-14.714720000000002,6.2744
2024,6,4,18,1,310.30333333333334,422.5333333333333,4.032363962791728,959.0,3.5276990372691905,11.595331988463258,1.632,76.67333333333333,156,91.02725,66.291
2023,5,18,46,1,-50.89066666666673,-1.4036666666666668,-29.678005423407328,969.0,4.326289192434593,7.0198665705724705,2.284333333333333,61.870000000000005,138,-53.5297,9.8744
2023,4,29,16,0,42.699999999999996,77.64800000000001,1.7616666666666667,986.0706666666666,1.1381121531060714,11.406293972686449,1.0263333333333333,90.92733333333332,119,2.8401,33.268
2024,4,2,39,1,-41.829999999999984,0.3036666666666667,-1.8443598337913027,951.0,1.5457968118167287,8.601665847811686,6.2876666666666665,84.76666666666667,93,-117.5299,85.43799999999999
2024,5,16,15,0,179.418,475.58833333333337,3.1363333333333334,977.7330000000001,8.099411777009365,11.700807696273142,3.1519999999999997,59.09433333333333,137,80.10455,84.39
2023,7,26,9,1,-53.1966666666666,15.177000000000001,-39.56001213519048,954.0,1.6179525366106908,10.16325525424384,3.974666666666666,86.26666666666665,207,-50.35601,5.6411
2024,5,8,0,1,-62.39966666666663,-1.875,0.7937802342736651,964.6666666666666,2.6327662232686784,8.608763338083486,2.9730000000000003,76.58,129,-51.840920000000004,3.8328
2023,6,4,36,1,70.82999999999993,213.96666666666667,-37.475468678639984,965.0,14.738271379014943,8.160280662543308,1.9073333333333335,35.63666666666666,155,30.21436,63.04
2023,7,5,12,0,-13.870666666666667,58.52400000000001,-5.701999999999999,979.6573333333334,4.167897890921903,14.863889005021274,2.908,78.10033333333332,186,-22.23051,48.519
2024,5,24,38,1,5.845666666666602,16.063333333333336,-6.1935831320532015,960.0,1.8843713895546976,13.39431555278069,1.7690000000000001,87.66666666666667,145,-17.05632,16.323
2024,5,17,47,1,-76.94399999999996,-2.1646666666666667,-3.201732082536856,952.0,2.086213646437363,10.95262164379616,2.267,84.0,138,-72.53851,2.3333
2024,6,19,28,0,84.75066666666667,282.9246666666667,9.020333333333333,990.0423333333333,3.093171506892986,16.113904271218406,0.854,83.89566666666667,171,18.30699,94.834
2024,5,29,38,0,-42.846666666666664,10.592333333333332,-3.0886666666666667,980.9440000000001,2.7732292755699124,15.173764332104723,1.6886666666666665,84.54766666666666,150,-27.81415,26.283
2023,5,31,3,1,-85.72766666666666,-1.9329999999999998,-33.1791642623585,968.0,3.529598900323599,10.461940080874593,2.3686666666666665,74.77333333333333,151,-73.46275,28.930999999999997
2024,4,11,47,1,-13.570333333333394,-0.432,-0.11130662099852967,975.0,2.623520190836283,10.784589813437726,2.937,80.43333333333332,102,-7.12675,-5.9235
2024,4,20,20,1,400.12766666666664,539.4,10.91830939592008,959.0,2.846509396246746,5.299563472913069,4.083333333333333,65.05666666666666,111,191.4477,34.874
2023,6,4,44,1,-98.95033333333328,-2.5380000000000003,-37.082310149186405,965.0,11.19839301846568,6.784252873514322,2.658333333333333,37.72666666666667,155,-18.77812,2.1748
2024,4,8,21,1,467.1076666666667,648.3666666666667,-10.195328477045052,955.0,11.763425772147576,11.584425578459593,3.021333333333333,49.616666666666674,99,239.2147,72.65100000000001
2023,7,26,12,1,16.238999999999976,47.20333333333334,-39.56391984006634,955.0,1.7980712901352724,10.269521261108165,3.4226666666666667,85.10000000000001,207,-12.1761,14.673
2024,6,7,13,0,100.44966666666666,310.878,-11.575333333333333,989.7506666666667,3.7074607209275783,11.488918837737737,0.622,75.603,159,31.07139,71.307
2023,7,3,14,0,125.729,335.5933333333333,-8.504,982.456,6.29829733411753,11.314390960394581,2.0976666666666666,64.24,184,36.865390000000005,65.722
2024,6,1,41,1,-26.423999999999978,0.3953333333333333,-9.82253998994213,959.0,2.948187457819193,15.555081105899594,6.041,84.06666666666666,153,-50.8297,71.42
2024,4,20,45,1,-13.905666666666662,-0.4963333333333333,7.108490918342142,960.0,0.8629988665624344,6.191487781086888,2.1016666666666666,87.76666666666667,111,-17.00964,13.512
2024,5,30,6,1,-6.005666666666684,-0.8366666666666666,1.5252542623096663,950.0,0.7366387393150884,12.186847915335584,1.5200000000000002,94.3,151,-6.884989999999999,-2.0567
2024,4,5,25,1,403.27366666666654,528.4333333333333,-10.719927721492173,954.0,5.111200683613966,12.311367264166861,4.516666666666667,70.66333333333334,96,126.4966,63.504
2023,5,30,42,1,-85.26066666666674,-2.229666666666667,-34.61018026087569,968.0,3.7856852275843575,11.393485692962388,3.6953333333333336,75.06,150,-48.44364,3.7511
2024,4,7,22,1,187.42133333333328,268.46666666666664,-11.66595151381754,961.0,8.323101790810435,11.577516183551014,2.577666666666667,58.17666666666667,98,83.13972,29.7
2024,6,10,18,0,295.9336666666666,520.2506666666667,27.03833333333333,979.0756666666666,8.165054683037916,10.243226958488655,1.1496666666666666,55.644666666666666,162,97.8142,128.45
2024,6,22,16,0,264.308,545.864,2.8249999999999997,984.4000000000001,4.933973426417799,14.333339235319945,1.6769999999999998,74.39200000000001,174,71.35432,108.66
2023,5,26,11,1,40.2166666666667,132.16666666666666,-31.129211230449727,969.0,0.7303037411654785,8.878956011011857,1.7023333333333335,92.39999999999999,146,20.15943,7.5079
2023,7,15,11,1,33.55200000000002,146.66666666666666,-36.19200472163864,954.0,11.11892304267111,12.132693525022553,4.404333333333334,52.18,196,-31.77252,27.883000000000003
2024,6,25,15,0,209.76966666666667,479.3716666666667,11.15466666666667,989.707,7.970311603254618,16.57335903557835,0.8530000000000001,67.526,177,75.03350999999999,98.29
2023,6,3,24,0,544.8636666666666,938.4803333333333,42.86633333333333,993.3456666666667,15.502405341258369,7.190794110176013,2.2123333333333335,31.687,154,128.5581,156.52
2024,4,17,30,1,25.823000000000036,52.133333333333326,2.0495310557863777,951.0,2.9062711157685603,6.5882441268598635,1.4193333333333331,69.39,108,50.85122,74.483
2023,6,16,7,1,-70.887,-0.7056666666666667,-25.95924531479545,961.0,4.5694519745231315,10.819362488397157,4.102333333333333,70.30666666666667,167,-30.88249,3.7198
2023,5,18,39,1,-55.28233333333333,16.596666666666668,-30.899814481256318,969.0,5.456183743970953,7.106983983339554,2.4763333333333333,56.57,138,-20.59865,23.955
2023,6,30,6,1,-40.353999999999985,-1.225666666666667,-27.17012727197306,956.0,1.5124524273767683,16.783343065084168,2.5483333333333333,91.73333333333335,181,-10.41119,-2.2503
2023,6,9,23,1,637.6389999999999,864.0,-32.73223860840941,961.0,15.04870381854095,13.011530786234268,3.6620000000000004,46.37,160,211.484,419.48
2024,5,2,16,1,292.4633333333333,457.5333333333333,-5.591678049978836,946.0,4.994108404786932,12.268623723754136,2.683,71.07,123,136.2893,85.464
2024,6,10,39,0,-29.60666666666667,7.924,-10.088666666666667,976.308,1.5341953797385575,12.932067315809842,1.0756666666666668,89.39466666666668,162,-11.250869999999999,16.706
2024,4,13,21,1,392.02,524.7,-6.799037637581824,970.0,5.878268620838682,12.910145892815738,5.129666666666666,68.71333333333332,104,204.437,45.474
2023,3,15,27,0,192.74033333333333,329.95233333333334,14.205333333333334,988.2760000000002,3.764728410696298,5.451704243769765,2.499333333333333,59.151999999999994,74,73.17855,83.229
2024,5,27,18,1,484.72333333333336,687.1333333333333,-3.7102272279814463,961.0,6.722906508980509,12.998145145406445,1.5810000000000002,65.91000000000001,148,201.1657,155.65
